area,lat,lon
Kensington,-37.79392952,144.92999321
Kensington,-37.7936563,144.929934732
Kensington,-37.79360999,144.929929238
Kensington,-37.79353782,144.929915372
Kensington,-37.79436218,144.931113097
Melbourne (CBD),-37.81866337,144.965469605
Melbourne (CBD),-37.81865919,144.968934898
Melbourne (CBD),-37.81784465,144.969917465
Melbourne (CBD),-37.81784465,144.969917465
Melbourne (CBD),-37.81784465,144.969917465
Melbourne (CBD),-37.82024711,144.956435223
Melbourne (CBD),-37.81974183,144.958272108
Melbourne (CBD),-37.81825093,144.961389009
Melbourne (CBD),-37.81864584,144.960420557
Melbourne (CBD),-37.81789895,144.962854858
Melbourne (CBD),-37.81798973,144.962437455
Melbourne (CBD),-37.81819275,144.962529829
Melbourne (CBD),-37.81729894,144.964881593
Melbourne (CBD),-37.81685974,144.966302712
Melbourne (CBD),-37.81699341,144.966170616
Melbourne (CBD),-37.81635789,144.96837507
Melbourne (CBD),-37.81543505,144.971222799
Melbourne (CBD),-37.81556733,144.970964282
Melbourne (CBD),-37.81560645,144.970834339
Melbourne (CBD),-37.81568875,144.970399793
Melbourne (CBD),-37.81600001,144.971154413
Melbourne (CBD),-37.8161284,144.970291127
Melbourne (CBD),-37.81489475,144.9732924
Melbourne (CBD),-37.81494022,144.97313454
Melbourne (CBD),-37.81936788,144.955210528
Melbourne (CBD),-37.81970047,144.954883047
Melbourne (CBD),-37.81853877,144.958118475
Melbourne (CBD),-37.81918367,144.957322132
Melbourne (CBD),-37.81739636,144.961222873
Melbourne (CBD),-37.8180082,144.959868643
Melbourne (CBD),-37.81758572,144.962188519
Melbourne (CBD),-37.81719967,144.963897021
Melbourne (CBD),-37.81602805,144.966088099
Melbourne (CBD),-37.81492031,144.970749785
Melbourne (CBD),-37.81468591,144.970259785
Melbourne (CBD),-37.81473508,144.970007274
Melbourne (CBD),-37.81372701,144.973720068
Melbourne (CBD),-37.81430615,144.972628037
Melbourne (CBD),-37.81867544,144.954350485
Melbourne (CBD),-37.81787118,144.955443941
Melbourne (CBD),-37.81802782,144.954905366
Melbourne (CBD),-37.81818484,144.954365839
Melbourne (CBD),-37.81767359,144.956834754
Melbourne (CBD),-37.81669009,144.960642239
Melbourne (CBD),-37.8169991,144.96031189
Melbourne (CBD),-37.8162783,144.960451922
Melbourne (CBD),-37.81614776,144.960847599
Melbourne (CBD),-37.81629382,144.961718566
Melbourne (CBD),-37.81601764,144.962688973
Melbourne (CBD),-37.81482941,144.965885145
Melbourne (CBD),-37.81479918,144.967453704
Melbourne (CBD),-37.81450301,144.967847532
Melbourne (CBD),-37.81360963,144.970722603
Melbourne (CBD),-37.8136886,144.969767558
Melbourne (CBD),-37.81346244,144.972472392
Melbourne (CBD),-37.8129051,144.972706442
Melbourne (CBD),-37.81279876,144.972393222
Melbourne (CBD),-37.81309819,144.971695294
Melbourne (CBD),-37.81677365,144.955552859
Melbourne (CBD),-37.81738969,144.953751967
Melbourne (CBD),-37.81636534,144.957813206
Melbourne (CBD),-37.81647428,144.957017939
Melbourne (CBD),-37.81695942,144.956773974
Melbourne (CBD),-37.81547268,144.96018858
Melbourne (CBD),-37.81549904,144.960540869
Melbourne (CBD),-37.81595642,144.958939222
Melbourne (CBD),-37.81556194,144.961530561
Melbourne (CBD),-37.81551671,144.962020616
Melbourne (CBD),-37.81528248,144.962638812
Melbourne (CBD),-37.81534186,144.961620956
Melbourne (CBD),-37.81386024,144.965407423
Melbourne (CBD),-37.81423669,144.965235638
Melbourne (CBD),-37.81407743,144.965582724
Melbourne (CBD),-37.81316936,144.96776365
Melbourne (CBD),-37.81384227,144.96715672
Melbourne (CBD),-37.81390779,144.967580615
Melbourne (CBD),-37.81280567,144.968972072
Melbourne (CBD),-37.81294598,144.968563153
Melbourne (CBD),-37.81296416,144.96849715
Melbourne (CBD),-37.81298798,144.96841676
Melbourne (CBD),-37.81302823,144.969254282
Melbourne (CBD),-37.81350285,144.968975222
Melbourne (CBD),-37.81217956,144.97104042
Melbourne (CBD),-37.81257803,144.971175434
Melbourne (CBD),-37.81246632,144.971918925
Melbourne (CBD),-37.81589843,144.955174248
Melbourne (CBD),-37.81579101,144.955124838
Melbourne (CBD),-37.81569596,144.95508151
Melbourne (CBD),-37.81571392,144.95610726
Melbourne (CBD),-37.81531863,144.957392295
Melbourne (CBD),-37.81527349,144.958386484
Melbourne (CBD),-37.81506553,144.95946409
Melbourne (CBD),-37.81430686,144.959659009
Melbourne (CBD),-37.81456798,144.959044223
Melbourne (CBD),-37.81467989,144.960224297
Melbourne (CBD),-37.81452036,144.959985646
Melbourne (CBD),-37.81416355,144.961756204
Melbourne (CBD),-37.81411399,144.962638938
Melbourne (CBD),-37.81353263,144.962170953
Melbourne (CBD),-37.81358648,144.961992587
Melbourne (CBD),-37.81377588,144.961462944
Melbourne (CBD),-37.81379622,144.961393663
Melbourne (CBD),-37.81379747,144.962388635
Melbourne (CBD),-37.81330938,144.964398413
Melbourne (CBD),-37.81309229,144.964999303
Melbourne (CBD),-37.81291316,144.966737509
Melbourne (CBD),-37.81265942,144.967176975
Melbourne (CBD),-37.81222178,144.96751198
Melbourne (CBD),-37.8120707,144.967439396
Melbourne (CBD),-37.8123356,144.967567753
Melbourne (CBD),-37.81247257,144.968385931
Melbourne (CBD),-37.81244855,144.968470149
Melbourne (CBD),-37.81199769,144.968857274
Melbourne (CBD),-37.81170307,144.969777753
Melbourne (CBD),-37.81170899,144.970095605
Melbourne (CBD),-37.8115871,144.970047871
Melbourne (CBD),-37.81128986,144.969912284
Melbourne (CBD),-37.81147813,144.969273121
Melbourne (CBD),-37.81173945,144.969114739
Melbourne (CBD),-37.8122734,144.96818783
Melbourne (CBD),-37.81231991,144.968207415
Melbourne (CBD),-37.81158263,144.968888379
Melbourne (CBD),-37.81137727,144.971688988
Melbourne (CBD),-37.81151587,144.970733249
Melbourne (CBD),-37.81092017,144.971362998
Melbourne (CBD),-37.81099168,144.972465071
Melbourne (CBD),-37.81095129,144.972429029
Melbourne (CBD),-37.81538903,144.954969041
Melbourne (CBD),-37.81537494,144.953525588
Melbourne (CBD),-37.81477885,144.956367186
Melbourne (CBD),-37.81355361,144.959754236
Melbourne (CBD),-37.81321386,144.962283023
Melbourne (CBD),-37.81338564,144.960776854
Melbourne (CBD),-37.81328955,144.961214947
Melbourne (CBD),-37.81339488,144.961262261
Melbourne (CBD),-37.81365679,144.960900331
Melbourne (CBD),-37.81352285,144.960469712
Melbourne (CBD),-37.81292437,144.963127568
Melbourne (CBD),-37.81244693,144.96480429
Melbourne (CBD),-37.81239263,144.964778374
Melbourne (CBD),-37.81211394,144.964648743
Melbourne (CBD),-37.81201045,144.964602088
Melbourne (CBD),-37.8119541,144.964574647
Melbourne (CBD),-37.81190136,144.964550923
Melbourne (CBD),-37.81181046,144.966372569
Melbourne (CBD),-37.81133175,144.966353331
Melbourne (CBD),-37.81204326,144.966217729
Melbourne (CBD),-37.81199247,144.966540804
Melbourne (CBD),-37.81111923,144.96703692
Melbourne (CBD),-37.81222329,144.965377424
Melbourne (CBD),-37.81206133,144.9657704
Melbourne (CBD),-37.81224859,144.965781281
Melbourne (CBD),-37.81222127,144.965872652
Melbourne (CBD),-37.81104301,144.968915174
Melbourne (CBD),-37.81059803,144.968925697
Melbourne (CBD),-37.81098009,144.968530007
Melbourne (CBD),-37.81124441,144.969075538
Melbourne (CBD),-37.81098272,144.967644342
Melbourne (CBD),-37.81012783,144.972057848
Melbourne (CBD),-37.81329521,144.955565246
Melbourne (CBD),-37.81298088,144.958613728
Melbourne (CBD),-37.81179183,144.961709344
Melbourne (CBD),-37.81171289,144.961673131
Melbourne (CBD),-37.81194755,144.960703187
Melbourne (CBD),-37.81240787,144.960530585
Melbourne (CBD),-37.81220274,144.961456084
Melbourne (CBD),-37.81190077,144.960249837
Melbourne (CBD),-37.81247757,144.959946669
Melbourne (CBD),-37.81269017,144.959964015
Melbourne (CBD),-37.8105674,144.967369629
Melbourne (CBD),-37.81020096,144.967198825
Melbourne (CBD),-37.8102551,144.967224721
Melbourne (CBD),-37.81031177,144.967250843
Melbourne (CBD),-37.80941489,144.969975609
Melbourne (CBD),-37.8091232,144.971443019
Melbourne (CBD),-37.81337023,144.951878886
Melbourne (CBD),-37.81261512,144.954274499
Melbourne (CBD),-37.8124473,144.955885513
Melbourne (CBD),-37.81301653,144.955412606
Melbourne (CBD),-37.81270785,144.956447353
Melbourne (CBD),-37.81122143,144.961458918
Melbourne (CBD),-37.81067436,144.961208102
Melbourne (CBD),-37.81115719,144.960127381
Melbourne (CBD),-37.81073635,144.960864124
Melbourne (CBD),-37.81082676,144.960466822
Melbourne (CBD),-37.81097638,144.959961235
Melbourne (CBD),-37.81102516,144.959794532
Melbourne (CBD),-37.81097275,144.960887099
Melbourne (CBD),-37.81152963,144.963996846
Melbourne (CBD),-37.80907468,144.968894912
Melbourne (CBD),-37.80893166,144.968828365
Melbourne (CBD),-37.80861853,144.968423011
Melbourne (CBD),-37.80881313,144.968771771
West Melbourne (Residential),-37.81214526,144.953514179
West Melbourne (Residential),-37.81236188,144.953629457
West Melbourne (Residential),-37.81229603,144.953598901
Melbourne (CBD),-37.81022044,144.958211968
Melbourne (CBD),-37.81124427,144.956578269
Melbourne (CBD),-37.81075124,144.959029373
Melbourne (CBD),-37.8107204,144.959136749
Melbourne (CBD),-37.81002684,144.959099041
Melbourne (CBD),-37.8090975,144.962074258
Melbourne (CBD),-37.80977164,144.961451491
Melbourne (CBD),-37.80940205,144.961890386
Melbourne (CBD),-37.80904283,144.963216993
Melbourne (CBD),-37.80913331,144.961953762
Melbourne (CBD),-37.80752222,144.968173143
Melbourne (CBD),-37.80988001,144.957993288
Melbourne (CBD),-37.80914342,144.959996913
Melbourne (CBD),-37.80897917,144.958511614
Melbourne (CBD),-37.8086289,144.961006966
Melbourne (CBD),-37.80816922,144.961762745
Melbourne (CBD),-37.80826292,144.962693205
Melbourne (CBD),-37.80719768,144.960349763
Melbourne (CBD),-37.80783746,144.960624495
Carlton,-37.79670704,144.965533876
Carlton,-37.79668021,144.964899925
Carlton,-37.79947744,144.966838206
Carlton,-37.79929755,144.966868004
Carlton,-37.79905377,144.966910371
Carlton,-37.79901857,144.966932478
Carlton,-37.79822136,144.967089764
Carlton,-37.79817948,144.967079227
Carlton,-37.79812248,144.966981693
Carlton,-37.79764329,144.967148225
Carlton,-37.79713752,144.969391732
Carlton,-37.79777638,144.969267888
Carlton,-37.79858383,144.968585611
Carlton,-37.79832944,144.967634649
Carlton,-37.79953749,144.967510433
Carlton,-37.79962339,144.967600033
Carlton,-37.80013942,144.967333819
Carlton,-37.79543507,144.971140453
Carlton,-37.79547684,144.971131911
Carlton,-37.79568657,144.974922089
Carlton,-37.80087264,144.963414226
Carlton,-37.80080042,144.965624121
Carlton,-37.80178513,144.96644595
Carlton,-37.8011904,144.966488036
Carlton,-37.80137656,144.967324233
Carlton,-37.80158026,144.967246341
Carlton,-37.80116198,144.968597488
Carlton,-37.803783,144.966723095
Carlton,-37.80443778,144.966699249
Carlton,-37.80443778,144.966699249
Carlton,-37.80443778,144.966699249
Carlton,-37.80415049,144.966024118
Carlton,-37.80366248,144.966117861
Carlton,-37.80430744,144.963640222
Carlton,-37.80336259,144.962781304
Carlton,-37.80335267,144.960971679
Carlton,-37.80219264,144.958240197
Carlton,-37.80328692,144.958614249
Carlton,-37.80477948,144.961410001
Carlton,-37.80570036,144.960508626
Carlton,-37.80614561,144.961940792
Carlton,-37.80521815,144.963716758
Carlton,-37.80649729,144.964175958
Carlton,-37.80548997,144.965492645
Carlton,-37.80670091,144.965352526
Carlton,-37.80634019,144.965400643
Carlton,-37.80578725,144.968594354
Parkville,-37.79738772,144.961258672
Parkville,-37.79738772,144.961258672
Parkville,-37.79301729,144.960593135
North Melbourne,-37.79557662,144.938197912
North Melbourne,-37.80257071,144.947539147
North Melbourne,-37.80463699,144.94904224
North Melbourne,-37.80390823,144.94904753
North Melbourne,-37.80360299,144.949205167
North Melbourne,-37.80345572,144.949083435
North Melbourne,-37.80323404,144.94928705
North Melbourne,-37.80474738,144.94871348
North Melbourne,-37.80271264,144.948475718
North Melbourne,-37.80435713,144.949722464
North Melbourne,-37.80483255,144.949568839
North Melbourne,-37.80489365,144.949580943
North Melbourne,-37.80447359,144.950594501
North Melbourne,-37.804917,144.949681151
North Melbourne,-37.80542263,144.953960605
North Melbourne,-37.80519937,144.956459859
North Melbourne,-37.80583959,144.957723661
North Melbourne,-37.80471151,144.958291779
North Melbourne,-37.80140031,144.955871244
North Melbourne,-37.80067768,144.955200107
North Melbourne,-37.80032188,144.955169656
North Melbourne,-37.7997297,144.954318992
North Melbourne,-37.79844294,144.952705279
West Melbourne (Residential),-37.80671459,144.942416906
West Melbourne (Residential),-37.80624547,144.944447036
West Melbourne (Residential),-37.80566937,144.951970327
West Melbourne (Residential),-37.80775631,144.952039324
West Melbourne (Residential),-37.80759351,144.955351089
West Melbourne (Residential),-37.80906098,144.950650784
West Melbourne (Residential),-37.81025507,144.948450986
West Melbourne (Residential),-37.81025507,144.948450986
West Melbourne (Residential),-37.81158829,144.949895376
Kensington,-37.78417751,144.916890323
East Melbourne,-37.81618514,144.985591495
East Melbourne,-37.81609348,144.985988908
East Melbourne,-37.8163489,144.98730737
East Melbourne,-37.80970434,144.984112154
East Melbourne,-37.81004656,144.985625385
East Melbourne,-37.81229599,144.984161853
East Melbourne,-37.80919457,144.979979104
Melbourne (Remainder),-37.82487805,144.982385438
Melbourne (Remainder),-37.83548357,144.975719407
Melbourne (Remainder),-37.83570366,144.97604258
Melbourne (Remainder),-37.83615254,144.976192013
Melbourne (Remainder),-37.83774552,144.977042736
Southbank,-37.82832668,144.957875171
Southbank,-37.82786327,144.959336791
Southbank,-37.8271138,144.958224358
Southbank,-37.82413111,144.967877726
Southbank,-37.82864999,144.963860787
Southbank,-37.8271278,144.966959082
Southbank,-37.83070461,144.966296035
Southbank,-37.82998246,144.967959041
Southbank,-37.82912559,144.970707242
Docklands,-37.82438863,144.943550585
Port Melbourne,-37.82653298,144.905021319
Southbank,-37.82312164,144.958660189
Southbank,-37.82577603,144.961237256
Southbank,-37.82348388,144.963582557
Southbank,-37.8225552,144.965113147
Southbank,-37.82261378,144.966258139
Southbank,-37.82570623,144.959652624
Southbank,-37.82590804,144.959486577
South Yarra,-37.83435079,144.982267428
Docklands,-37.81815357,144.952339293
Docklands,-37.81384278,144.94676167
Docklands,-37.81817241,144.947217029
Docklands,-37.81914692,144.948951865
Docklands,-37.82068417,144.950091314
Docklands,-37.82089145,144.94943448
Docklands,-37.82092961,144.944532756
Docklands,-37.8149263,144.940659333
Docklands,-37.8147229,144.939704199
Docklands,-37.8131707,144.937857365
Docklands,-37.8131707,144.937857365
Kensington,-37.79404907,144.928699415
Kensington,-37.79142188,144.93530104
Melbourne (CBD),-37.82001952,144.955837928
Melbourne (CBD),-37.81805665,144.964607913
Melbourne (CBD),-37.81771533,144.964446552
Melbourne (CBD),-37.81786011,144.962744469
Melbourne (CBD),-37.81858716,144.962709758
Melbourne (CBD),-37.8182001,144.963575985
Melbourne (CBD),-37.81807489,144.964353676
Melbourne (CBD),-37.81769553,144.965348361
Melbourne (CBD),-37.81752037,144.965997298
Melbourne (CBD),-37.81733218,144.966353165
Melbourne (CBD),-37.81674222,144.966704047
Melbourne (CBD),-37.81567008,144.970513131
Melbourne (CBD),-37.81573536,144.9701585
Melbourne (CBD),-37.81579783,144.969879827
Melbourne (CBD),-37.81629562,144.970430362
Melbourne (CBD),-37.81593915,144.971370668
Melbourne (CBD),-37.81589712,144.971473485
Melbourne (CBD),-37.81599798,144.969894808
Melbourne (CBD),-37.81880406,144.956361856
Melbourne (CBD),-37.81778076,144.960828266
Melbourne (CBD),-37.81773812,144.961614304
Melbourne (CBD),-37.81649503,144.965962351
Melbourne (CBD),-37.81642646,144.966200647
Melbourne (CBD),-37.81563788,144.968289135
Melbourne (CBD),-37.81516811,144.969846661
Melbourne (CBD),-37.81419762,144.973948408
Melbourne (CBD),-37.81679183,144.959996443
Melbourne (CBD),-37.81698961,144.960488995
Melbourne (CBD),-37.81581721,144.962811541
Melbourne (CBD),-37.81447237,144.967094279
Melbourne (CBD),-37.81560573,144.961741069
Melbourne (CBD),-37.81458812,144.96404895
Melbourne (CBD),-37.81484304,144.963742996
Melbourne (CBD),-37.8144111,144.965735021
Melbourne (CBD),-37.81323955,144.967526278
Melbourne (CBD),-37.81278439,144.969042212
Melbourne (CBD),-37.81281453,144.970109211
Melbourne (CBD),-37.8134296,144.968715379
Melbourne (CBD),-37.81200666,144.97179666
Melbourne (CBD),-37.81601898,144.954814617
Melbourne (CBD),-37.81622847,144.955325332
Melbourne (CBD),-37.81596556,144.955205085
Melbourne (CBD),-37.81626997,144.954037087
Melbourne (CBD),-37.8156735,144.955696598
Melbourne (CBD),-37.81403195,144.961034758
Melbourne (CBD),-37.81387847,144.96212614
Melbourne (CBD),-37.81344503,144.963829469
Melbourne (CBD),-37.81284647,144.965015724
Melbourne (CBD),-37.81267583,144.967688805
Melbourne (CBD),-37.812194,144.966954809
Melbourne (CBD),-37.81221773,144.966826432
Melbourne (CBD),-37.81278915,144.965611705
Melbourne (CBD),-37.81282368,144.965629089
Melbourne (CBD),-37.81207094,144.969264504
Melbourne (CBD),-37.81156159,144.969102548
Melbourne (CBD),-37.81158808,144.969010067
Melbourne (CBD),-37.81187264,144.969457819
Melbourne (CBD),-37.81170263,144.97094423
Melbourne (CBD),-37.81106615,144.97155135
Melbourne (CBD),-37.81359799,144.961073493
Melbourne (CBD),-37.81327298,144.961749522
Melbourne (CBD),-37.81221437,144.964696179
Melbourne (CBD),-37.81216387,144.964672714
Melbourne (CBD),-37.81206228,144.964625377
Melbourne (CBD),-37.81118708,144.966848584
Melbourne (CBD),-37.81203584,144.966279121
Melbourne (CBD),-37.8121468,144.965342244
Melbourne (CBD),-37.8118662,144.965438531
Melbourne (CBD),-37.81172075,144.967044866
Melbourne (CBD),-37.81134264,144.967136218
Melbourne (CBD),-37.8109979,144.968324899
Melbourne (CBD),-37.81058324,144.969540361
Melbourne (CBD),-37.81049305,144.969254088
Melbourne (CBD),-37.81056538,144.969011069
Melbourne (CBD),-37.81079362,144.968260016
Melbourne (CBD),-37.81090617,144.96801737
Melbourne (CBD),-37.81131622,144.968908437
Melbourne (CBD),-37.81058998,144.971182949
Melbourne (CBD),-37.81043132,144.971108187
Melbourne (CBD),-37.81381086,144.954262107
Melbourne (CBD),-37.81380956,144.953829359
Melbourne (CBD),-37.81372352,144.954929347
Melbourne (CBD),-37.81311232,144.95639703
Melbourne (CBD),-37.81190921,144.96165032
Melbourne (CBD),-37.81146864,144.961561283
Melbourne (CBD),-37.81213605,144.960680424
Melbourne (CBD),-37.81235069,144.960960693
Melbourne (CBD),-37.81181459,144.960540527
Melbourne (CBD),-37.81203671,144.960137254
Melbourne (CBD),-37.810658,144.965703374
Melbourne (CBD),-37.81359291,144.953234168
Melbourne (CBD),-37.81145082,144.958660108
Melbourne (CBD),-37.81200376,144.958430331
Melbourne (CBD),-37.81120131,144.959978247
Melbourne (CBD),-37.81131628,144.960948366
Melbourne (CBD),-37.81158232,144.960280316
Melbourne (CBD),-37.81148546,144.96414534
Melbourne (CBD),-37.81076344,144.964047258
Melbourne (CBD),-37.80913623,144.968719501
Melbourne (CBD),-37.80957196,144.966928628
Melbourne (CBD),-37.80953008,144.961422563
Melbourne (CBD),-37.80994879,144.961747019
Melbourne (CBD),-37.80919305,144.961748936
Melbourne (CBD),-37.80818156,144.964543533
Melbourne (CBD),-37.80818156,144.964543533
Melbourne (CBD),-37.80765748,144.957205484
Melbourne (CBD),-37.80735265,144.959552564
Melbourne (CBD),-37.80689662,144.961865678
Carlton,-37.79780844,144.965164004
Carlton,-37.79899938,144.964765292
Carlton,-37.79886072,144.966726926
Carlton,-37.80049164,144.966590198
Carlton,-37.79698294,144.968164524
Carlton,-37.79692164,144.97032083
Carlton,-37.79652005,144.970426225
Carlton,-37.79844782,144.968020718
Carlton,-37.79769784,144.968387293
Carlton,-37.80004497,144.967348455
Carlton,-37.79776853,144.971058181
Carlton,-37.7960463,144.97104054
Carlton,-37.79532263,144.971159348
Carlton,-37.79476659,144.971229464
Carlton,-37.8013409,144.962728786
Carlton,-37.8010949,144.966507051
Carlton,-37.80089707,144.966672476
Carlton,-37.80113981,144.967168398
Carlton,-37.80169333,144.967229074
Carlton,-37.80403393,144.966683147
Carlton,-37.80443778,144.966699249
Carlton,-37.80443778,144.966699249
Carlton,-37.80444613,144.964294786
Carlton,-37.80395655,144.961002249
Carlton,-37.80242146,144.96133522
Carlton,-37.80290295,144.960208799
Carlton,-37.80579439,144.959758676
Carlton,-37.80440558,144.959925596
Carlton,-37.80453213,144.961215681
Carlton,-37.80670799,144.965421152
Carlton,-37.80566982,144.966441303
North Melbourne,-37.80085798,144.945468682
North Melbourne,-37.80488638,144.948978856
North Melbourne,-37.79508314,144.948423728
North Melbourne,-37.80411038,144.950043914
North Melbourne,-37.80500905,144.950540687
North Melbourne,-37.80544377,144.954134039
North Melbourne,-37.80560474,144.956922989
North Melbourne,-37.80580455,144.957390153
North Melbourne,-37.80460731,144.958123243
North Melbourne,-37.8044425,144.958148416
North Melbourne,-37.80154511,144.950189192
West Melbourne (Residential),-37.80547842,144.950026368
West Melbourne (Residential),-37.80538446,144.949585089
West Melbourne (Residential),-37.80562951,144.951366386
West Melbourne (Residential),-37.80811131,144.947787012
West Melbourne (Residential),-37.80897146,144.948789522
West Melbourne (Residential),-37.80718433,144.955423427
Kensington,-37.79511706,144.933807982
Kensington,-37.79484451,144.931523215
Kensington,-37.79214606,144.91876537
East Melbourne,-37.81229599,144.984161853
East Melbourne,-37.80943194,144.982294313
East Melbourne,-37.80899035,144.976255689
Melbourne (Remainder),-37.82487805,144.982385438
Melbourne (Remainder),-37.84607473,144.98005912
Southbank,-37.82519306,144.96754497
Docklands,-37.82470448,144.944965024
Docklands,-37.82354217,144.941274287
Port Melbourne,-37.82481657,144.905238246
Southbank,-37.82221927,144.962642984
Southbank,-37.82437522,144.953499517
Southbank,-37.82385378,144.95977678
Southbank,-37.82376393,144.963252968
Southbank,-37.82409347,144.963728712
Southbank,-37.82169185,144.966881293
Parkville,-37.78398214,144.958681046
Parkville,-37.79746671,144.956063257
Parkville,-37.77749378,144.944996037
Parkville,-37.78541877,144.947631929
Docklands,-37.81949296,144.950870472
Docklands,-37.82153057,144.950801172
Docklands,-37.82131456,144.949832512
Docklands,-37.82183078,144.948472468
Kensington,-37.79404162,144.928633019
Kensington,-37.79407422,144.9291382
Kensington,-37.79424521,144.929970327
Kensington,-37.79000411,144.935277724
Kensington,-37.7914562,144.935841738
